0805	Hyatt Regency , Navi Mumbai	H	0				 HK$07022004	A	SHOULD WE REMOVE THIS PROJECT FROM THE BILLING DRAFT REPORT?	PB-Mauritus	
0806	Suzhou Jinji Lake	H	0				 HK$07022004	H		HK	
0807	Nanchang Crowne Plaza Hotel	H	0					A	SHOULD WE REMOVE THIS PROJECT FROM THE BILLING DRAFT REPORT?	HK	
0812	Hilton Panama City	H	0				 US$07022004	H		HK	
0813	Hainan Island Wanning Resdential Development	H	0				 HK$07022004	H	HOLD	HK	
0814	Hard Rock Hotel, Dubai	H	0				 HK$07022004	H	HOLD	HK	
0815	Saraya Islands: Taj Exotica	H	0				 US$07022004	H	HOLD	HK	
0817	Xiamen Straits Int'l Community Residential	H	0				 HK$07022004	H	Last invoice dated 1/10	HK	
0818	Lot 334 Kelantan Land, Kuala Lumpur	H	0				 US$07022004	A	SHOULD WE REMOVE THIS PROJECT FROM THE BILLING DRAFT REPORT?	HK	
0820	Jin Zhou wan Bo Cultural & Sport Conven & Ext CTR	H	0				 HK$07022004	A	SHOULD WE REMOVE THIS PROJECT FROM THE BILLING DRAFT REPORT?	HK	
0821	Indigo Hotel Concept Design	H	0				 HK$07022004	H		HK	
0822	Xinjiang (Urumqi) Office Lobby & Ph I Residential	H	0				 HK$07022004	H	Last invoice dated 8/09	HK	
0823	Hangzhou Intercontinental Hotel	H	0				 HK$07022004	H		HK	
0901	Qinghai Geermu New Century Hotel	H	0				 HK$07022004	h		HK	
0902	Hangzhou InterContinental, China	H	0				 US$07022004	H		HK	
0903	Beijing U-Town Maritim Hotel, China	H	0				 HK$07022004	H	SHOULD WE REMOVE THIS PROJECT FROM THE BILLING DRAFT REPORT?	HK	
0904	Penthouse Hotel, Panama	H	0				 US$07022004	A	STOP	PB-US	
0906	Fengyuan Golden Rose Hotel Arch. Concept. Design	H	0				 HK$07022004	H		HK	
0907	Qinghai Geermu Chairman Apart.	h	0				 HK$07022004	H	Last invoice dated 3/10	HK	
0908	Jiangyin Xicheng Crowne Plaza Hotel	A	0				 US$07022004	A	(U)	HK	
0909	Osaka Station North Yard Hotel & Resident, Japan	h	0				 US$07022004	A		HK	
0910	Hyatt Regency Delhi (Apartments)	H	0				 US$07022004	H		PB-Mauritus	
0911	Hyatt Regency Delhi (Suites)	H	0				 US$07022004	H	HOLD	PB-Mauritus	
0912	Hyatt Regency Delhi India-Various Renovations, Ind	H	0				 US$07022004	A	HOLD	PB-Mauritus	
0913	Fengyuan Rose City Taian RD Comm St. Arch. Conc DS	H	0				 US$07022004	H		HK	
0914	Shanghai Guoman Chengfeng City Hotel	h	0				 HK$07022004	h		HK	
0915	Beijing U-Town Maritim Hotel	H	0				 US$07022004	H		HK	
0916	Hangzhou Jindu Residental Apt Model RM Int. Dsgn S	h	0				 HK$07022004	h		HK	
0918	Shanghai Huazhe Bund Huangpu	H	0				 HK$07022004	H		HK	
0919	Gemdale Shanghai Residential	H	0				 HK$07022004	H	(U)	HK	
0919.2	Gemdale Shanghai Qingpu Residential - Add Serv	H	0				 HK$07022004	H	(U)	HK	
0920	Shanghai Xiaonanguo Hotel, China	h	0					h		HK	
0921	Chongqing New World Hotel & Resid Int Serv GR&PA	H	0				 HK$07022004	H		HK	
0923	Beijing kunlun Gardens, China	H	0				 US$07022004	H		HK-UF	
100	GENERAL OFFICE	H		NA	7/26/1994 0:00:00			H			
1001	Hainan Clear Bay JW Marriott Hotel	h	0				 HK$07022004	A		HK	
1002	Dalian Star Sea Bay Residential	H	0				 HK$07022004	H	(U)	HK	
1003	Guiyang New World Hotel	h	0				 HK$07022004	h		HK	
1004	Changchun Hyatt Regency Hotel	H	0				 HK$07022004	H		HK	
1005	Xiamen Jindu Resid Aprt Model RM,Main Lobby&Club H	h	0				 HK$07022004	h	(U)	HK	
1005.2	Xiamen Jindu Resid Aprt Model RM,A,B,E,F,G	H	0				 HK$07022004	H		HK	
1007	Beijing Kunlun Hotel Deluxe Suite	H	0				 US$07022004	H		HK-UF	
1008	Qingdao Tianyi Gulf Villa #5 & #7 Model Rm, China	h	0				 HK$07022004	h	(U)	HK	
1009	H. R. Hotel Delhi / Various Renovation (Full/Soft)	H	0				 HK$07022004	H		PB-Mauritus	
1010	The Magnolias Club Gurgaon	H	0				 US$07022004	A	(U)	PB-Mauritus	
1010.01	The Magnolias Club/Addendum 1,2&3	H	0				 US$07022004	H		PB-Mauritus	
1010.2	The Magnolias Club Gurgaon	h	0				 US$07022004	h		PB-Mauritus	
1011	New World Hotel Makati City, Manila	H	0				 HK$07022004	H		HK	
1012	Tianjin Tanggu Lot B-15 Hotel	h	0				 HK$07022004	h	HOLD	HK	
1013	GreenTown Beijing Tongzhou Residential	A	0				 HK$07022004	A	GT	HK	
1014	Taiyuan Kempinski Hotel, China	H	0				 HK$07022004	H	(U)	HK	
1014.1	Taiyuan Kempinski Hotel-Add Model Rm-Stand Twin	H	0				 US$07022004	A		HK	
1014.2	Taiyuan Kempinski Hotel JobSite	H	0				 HK$07022004	A		HK	
1014.3	Taiyuan Kempinski Hotel-Resident Job Site Coord	H	0				 US$07022004	A		HK	
1014.4	Taiyuan Kempinski Hotel-Resident Job Site Coord	H	0				 US$07022004	A		HK	
1014.5	Taiyuan Kempinski Hotel-Resident Job Site Coord	h	0				 US$07022004	h		HK	
1014.6	Taiyuan Kempinski Hotel-Resident Job Site Coord	h	0				 US$07022004	A		HK	
1015	Tianjin Binhai Crowne Plaza Hotel, China	A	0				 HK$07022004	A	ON HOLD	HK	
1016	Suzhou Greentown Rose Garden Resid MRM& Club House	H	0				 HK$07022004	A	GT            (U) - on Hold	HK	
1016.2	Suzhou Greentown Rose Gardens Villa, China	A	0				 US$07022004	A		HK	
1017	Greentown Tianjin Tanggu Lot B-14 Residential	h	0				 HK$07022004	h	(U Club House)	HK	
1018	Beijing Yuecai Hotel, China	A	0				 HK$07022004	H		HK	
1019	Beijing Tongzhou Hilton Hotel, China	A	0					A	GT	HK	
1020	W Panama Hotel	H	0				 US$07022004	H		PB-US	
1021	Greentown Fuchun Heyuan Club House	H	0				 HK$07022004	H	 GT /  (U)	HK	
1022	Yixing Xiying Residential, China	H	0				 HK$07022004	H	(U)	HK	
1022.1	Yixing Xiying Residential, China	h	0				 US$07022004	h		HK	
1023	Hangzhou Lanyuan Resid & Club House	h	0				 HK$07022004	h	GT            (U)	HK	
1023.1	Hangzhou Lanyuan Lot A Serv. Apt.	h	0				 HK$07022004	A	(U)	HK	
1025	Beijing Eastern Provence Villa	A	0				 HK$07022004	A	(U)	HK	
1026	Hyatt Regency Apt. Redesign	H	0				 US$07022004	H		PB-Mauritus	
1027	Beijing Tongzhou Greentown Jinghang Aprt	A	0				 HK$07022004	A	GT	HK	
1102	Grand Hyatt Manila Hotel	A	0				 US$07022004	A		HK	
1102.1	Grand Hyatt Manila Hotel- For Add Design Area	A	0				 US$07022004	A		HK	
1102.2	Grand Hyatt manila Hotel - Supplementary	A	0				 US$07022004	A		HK	
1102.3	Grand Hyatt Manila Hotel - additional guestrooms	h	0				 US$07022004			HK	
1103	Greentown Rose Garden Villa, China	h	0				 HK$07022004	H	GT       (US) - On Hold	HK	
1103.1	Shanghai Greentown Rose Garden Villa	A	0				 HK$07022004	A		HK	
1104	Beijing Chang'an Kulun Hotel, China	A	0				 HK$07022004	A		HK	
1105	Greentown Shenyang Sheraton Hotel Public Area	H	0				 HK$07022004	H	GT	HK	
1105.1	Greentown Shenyang Sheraton Hotel Presd. Ste	h	0				 HK$07022004	h	GT	HK	
1105.2	Greentown Shenyang Sheraton Hotel Presd. Ste	H	0				 HK$07022004	H		HK	
1105.4	Greentown Shenyang Sheraton Presid.l Ste(Re-Design	H	0				 HK$07022004	H		HK	
1108	Beijing LSH Hyatt Regency Hotel	H	0				 HK$07022004	A		HK	
1109	Grand Hyatt Beijing Guestroom Full Renovation	A	0				 US$07022004	A		HK	
1112	Jinan Guihe Crowne Plaza Hotel	A	0				 HK$07022004	A	(U)	HK	
1113	Chengdu Xiangyang Kempinski Hotel Ren	h	0				 HK$07022004	A		HK	
1113.1	Chengdu Xiangyang Kempinski Hotel Ren	h					 US$07022004	h		HK	
1114	Dongguan Changan Lotus Hill Hotel&State Gust Hotel	H	0				 HK$07022004	H		HK	
1115	Hyatt Regency Xian Hotel	A	0				 HK$07022004	A		HK	
1116	Hyatt Regency Hotel, Cartagena	A	0				 US$07022004	A		PB-US	SOUTH AMERICA
1116.1	Hyatt Regency Serv. Apts Cartagena	A	0				 US$07022004	A		PB-US	SOUTH AMERICA
1116.2	Plaza Boca Grande, Cartagena	A	0				 US$07022004	A		PB-US	SOUTH AMERICA
